Date,Name of Payee and Complete Mailing Address,Expenditure Type,Purpose,Candidate,Office Sought,Declaration,Amount,In-Kind Description,Account Code,Form of Payment,Amount of Expenditure,Sum To Date,Committee,Committee Id
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,EWING SEAN,Senate,Support,$55.84,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,WADDELL JOYCE,Senate,Support,$55.83,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,MAYFIELD JULIE,Senate,Support,$55.83,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,INMAN LUCY,SC ASSOC JUSTICE,Support,$55.83,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,ERVIN SAMUEL,SC ASSOC JUSTICE,Support,$55.83,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,BRADLEY JOSHUA,RALEIGH CITY COUNCIL,Support,$55.83,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
10/20/2022,"DEMOCRATS.COM 3327 80TH ST JACKSON HEIGHTS, NY 11372",Independent Expenditure,DIGITAL ADVERTISING 10/20-10/27,BLACK MARY,RALEIGH CITY COUNCIL,Support,$55.83,,CHECKING,Electronic Funds Transfer,1451.62,1451.62,#VOTEPROCHOICE,
11/06/2022,"YOLANDA ALLEN 3523 MASSEY POND TRL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$182.60,,,Electronic Funds Transfer,182.6,12262.6,ADVANCE NORTH CAROLINA,
11/06/2022,"YOLANDA ALLEN 3523 MASSEY POND TRL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$60.00,,,Electronic Funds Transfer,60.0,12262.6,ADVANCE NORTH CAROLINA,
11/08/2022,"YOLANDA ALLEN 3523 MASSEY POND TRL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$120.20,,,Electronic Funds Transfer,12020.0,12262.6,ADVANCE NORTH CAROLINA,
11/06/2022,"OMESHIA BLAND 1537 PINE BROOK CT GREENVILLE, NC 27858",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$20.00,,,Electronic Funds Transfer,20.0,20.0,ADVANCE NORTH CAROLINA,
11/08/2022,"GABRIELLE BRASWELL 1370 ADA TAYLOR RD BAILEY, NC 27807",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$60.00,,,Electronic Funds Transfer,60.0,60.0,ADVANCE NORTH CAROLINA,
11/07/2022,"ANGELA CHANCE 1514 SPRINGBROOK DR GREENVILLE, NC 27834",Independent Expenditure,PHONE BANK,JORDAN VALERIE,Senate,Support,$35.00,,,Electronic Funds Transfer,35.0,80.34,ADVANCE NORTH CAROLINA,
11/08/2022,"ANGELA CHANCE 1514 SPRINGBROOK DR GREENVILLE, NC 27834",Independent Expenditure,PHONE BANK,JORDAN VALERIE,Senate,Support,$45.34,,,Electronic Funds Transfer,45.34,80.34,ADVANCE NORTH CAROLINA,
11/07/2022,"TAMEKA DAVIS 1109 E 11TH STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$100.00,,,Electronic Funds Transfer,100.0,220.0,ADVANCE NORTH CAROLINA,
11/08/2022,"TAMEKA DAVIS 1109 E 11TH STREET LUMBERTON, NC 28358",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$120.00,,,Electronic Funds Transfer,120.0,220.0,ADVANCE NORTH CAROLINA,
11/07/2022,"VICTORIA ETHERIDGE 675 S HUGHES BLVD APT 308 ELIZABETH CITY, NC 27909",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$20.00,,,Electronic Funds Transfer,20.0,60.0,ADVANCE NORTH CAROLINA,
11/08/2022,"VICTORIA ETHERIDGE 675 S HUGHES BLVD APT 308 ELIZABETH CITY, NC 27909",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$40.00,,,Electronic Funds Transfer,40.0,60.0,ADVANCE NORTH CAROLINA,
11/07/2022,"PANDORA HARRIS 106 SELECT CT CLAYTON, NC 27520",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$190.00,,,Electronic Funds Transfer,190.0,320.0,ADVANCE NORTH CAROLINA,
11/08/2022,"PANDORA HARRIS 106 SELECT CT CLAYTON, NC 27520",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$130.00,,,Electronic Funds Transfer,130.0,320.0,ADVANCE NORTH CAROLINA,
11/07/2022,"TAWANDA HESTER ORGANIZER ADVANCE CAROLINA 125 RIVER HILLS DRIVE CLAYTON, NC 27527",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$100.00,,,Electronic Funds Transfer,100.0,375.26,ADVANCE NORTH CAROLINA,
11/08/2022,"TAWANDA HESTER ORGANIZER ADVANCE CAROLINA 125 RIVER HILLS DRIVE CLAYTON, NC 27527",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$60.00,,,Electronic Funds Transfer,60.0,375.26,ADVANCE NORTH CAROLINA,
11/06/2022,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$100.00,,,Electronic Funds Transfer,100.0,496.51,ADVANCE NORTH CAROLINA,
11/07/2022,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$100.00,,,Electronic Funds Transfer,100.0,496.51,ADVANCE NORTH CAROLINA,
11/08/2022,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$90.00,,,Electronic Funds Transfer,90.0,496.51,ADVANCE NORTH CAROLINA,
11/07/2022,"ROLANDA HINES 21 MAIN CIR ROXBORO, NC 27573",Independent Expenditure,PHONE BANK,JORDAN VALERIE,Senate,Support,$30.00,,,Electronic Funds Transfer,30.0,50.0,ADVANCE NORTH CAROLINA,
11/08/2022,"ROLANDA HINES 21 MAIN CIR ROXBORO, NC 27573",Independent Expenditure,PHONE BANK,JORDAN VALERIE,Senate,Support,$20.00,,,Electronic Funds Transfer,20.0,50.0,ADVANCE NORTH CAROLINA,
11/07/2022,"ZAIDE LESANE 4611 WOODLINE DRIVE FAYETTEVILLE, NC 28314",Independent Expenditure,PHONE BANK,JORDAN VALERIE,Senate,Support,$40.00,,,Electronic Funds Transfer,40.0,40.0,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,GARRISON TERRY,House,Support,$623.03,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,LOFTON BRANDON,House,Support,"$9,247.98",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,WILLINGHAM SHELLY,House,Support,$144.73,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,PIERCE GARLAND,House,Support,$542.86,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,YOUNG SHERRIE,House,Support,"$7,423.65",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,BOYKIN WESLEY,House,Support,"$1,780.57",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,FLOYD ELMER,House,Support,"$3,059.23",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,APPLEWHITE VAL,Senate,Support,"$3,059.23",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,ADAMS GALE,COURT OF APPEALS,Support,"$25,567.92",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,THOMPSON CAROLYN,COURT OF APPEALS,Support,"$25,567.92",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,WHITE KELLY T.,County/Municipal,Support,"$1,444.30",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,WOODARD CALVIN,County/Municipal,Support,$379.76,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,FITCH TOBY,Senate,Support,"$1,946.69",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,JEFFERS RAY,House,Support,"$4,694.63",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,COOPER-SUGGS LINDA,House,Support,"$1,284.24",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,MURDOCK NATALIE,Senate,Support,$338.65,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,STANTON-WILLIAMS DIAMOND,House,Support,"$1,747.53",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,SANDIDGE KESHIA,Senate,Support,"$1,747.53",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,BROWN HAKEEM,County/Municipal,Support,$132.38,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,JORDAN VALERIE,Senate,Support,"$2,202.00",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,RUFFIN TYRONE M.,County/Municipal,Support,$426.08,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,REID LANDRIC,County/Municipal,Support,$803.40,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,HURTADO RICKY,House,Support,"$1,444.30",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,REIVES ROBERT,House,Support,"$1,092.65",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,KIMBROUGH BOBBY,County/Municipal,Support,"$3,944.53",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,ROWE WILLIE,County/Municipal,Support,"$4,323.31",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,DANCE PAULA,County/Municipal,Support,"$1,586.65",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,DAYE KEITH,County/Municipal,Support,$353.28,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,GRAHAM EDDIE,County/Municipal,Support,$331.07,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,SMITH JACK,County/Municipal,Support,$236.93,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,HILLIARD MARIN,County/Municipal,Support,$144.73,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,VIRGIL RODERICK,County/Municipal,Support,$289.68,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,HAYES DEXTER,County/Municipal,Support,$284.05,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,WATSON REGGIE,County/Municipal,Support,$692.03,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,DAVIS TYREE,County/Municipal,Support,$680.88,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,GAILLIARD JAMES D,House,Support,$904.48,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,WHELESS TROY,County/Municipal,Support,$244.83,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,TOWNSEND CHARLES,House,Support,$400.40,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,ATKINSON CLEVELAND,County/Municipal,Support,$737.10,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,BIRKHEAD CLARENCE,County/Municipal,Support,"$4,341.35",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,SCOTT MATT,DISTRICT ATTORNEY,Support,$400.40,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,DIXON FARIS,DISTRICT ATTORNEY,Support,"$1,586.65",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,CRUMP AVERY MICHELLE,DISTRICT ATTORNEY,Support,"$7,423.65",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,HARTSFIELD DENISE,DISTRICT ATTORNEY,Support,"$3,944.53",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,EVANS ROBERT,DISTRICT ATTORNEY,Support,"$1,116.86",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,BATCH SYDNEY,Senate,Support,"$4,323.31",,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,GIBSON DARREL BJ,Senate,Support,$943.26,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,BRANCHE JOHN,County/Municipal,Support,$374.73,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
10/26/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,MAILER,FOUNTAIN JR ROBERT D.,County/Municipal,Support,$623.03,,,Electronic Funds Transfer,132214.55,265839.22,ADVANCE NORTH CAROLINA,
11/14/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,EDIRECT MAILER,JORDAN VALERIE,Senate,Support,$640.50,,,Electronic Funds Transfer,1280.99,265839.22,ADVANCE NORTH CAROLINA,
11/14/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,EDIRECT MAILER,SMITH JACK,County/Municipal,Support,$125.47,,,Electronic Funds Transfer,1280.99,265839.22,ADVANCE NORTH CAROLINA,
11/14/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,EDIRECT MAILER,HAYES DEXTER,County/Municipal,Support,$150.68,,,Electronic Funds Transfer,1280.99,265839.22,ADVANCE NORTH CAROLINA,
11/14/2022,"LONGLEAF AGENCY 1209 MOULTRIE COURT RALEIGH, NC 27615",Independent Expenditure,EDIRECT MAILER,DAVIS TYREE,County/Municipal,Support,$364.34,,,Electronic Funds Transfer,1280.99,265839.22,ADVANCE NORTH CAROLINA,
11/07/2022,"JOYCE O'NEAL 611 E 6TH STREET WASHINGTON, NC 27889",Independent Expenditure,PHONE BANK,JORDAN VALERIE,Senate,Support,$40.00,,,Electronic Funds Transfer,40.0,40.0,ADVANCE NORTH CAROLINA,
11/07/2022,"CONCEAR SCOTT ORGANIZER ADVANCE CAROLINA 213 JA LILLY DRIVE VANCEBORO, NC 28586",Independent Expenditure,PHONE BANK,APPLEWHITE VAL,Senate,Support,$90.00,,,Electronic Funds Transfer,90.0,445.0,ADVANCE NORTH CAROLINA,
