Date,Name of Payee and Complete Mailing Address,Expenditure Type,Purpose,Candidate,Office Sought,Declaration,Amount,In-Kind Description,Account Code,Form of Payment,Amount of Expenditure,Sum To Date,Committee,Committee Id
11/04/2021,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$9.05,,,Electronic Funds Transfer,$45.26,$206.51,ADVANCE NORTH CAROLINA,
11/04/2021,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$9.05,,,Electronic Funds Transfer,$45.26,$206.51,ADVANCE NORTH CAROLINA,
11/04/2021,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$9.05,,,Electronic Funds Transfer,$45.26,$206.51,ADVANCE NORTH CAROLINA,
11/04/2021,"WANDA HESTER ORGANIZAER ADVANCE CAROLINA 3534 MASSEY POND TRAIL RALEIGH, NC 27616",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$9.05,,,Electronic Funds Transfer,$45.26,$206.51,ADVANCE NORTH CAROLINA,
11/04/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$58.50,,,Electronic Funds Transfer,$292.50,$506.25,ADVANCE NORTH CAROLINA,
11/04/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$58.50,,,Electronic Funds Transfer,$292.50,$506.25,ADVANCE NORTH CAROLINA,
11/04/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$58.50,,,Electronic Funds Transfer,$292.50,$506.25,ADVANCE NORTH CAROLINA,
11/04/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$58.50,,,Electronic Funds Transfer,$292.50,$506.25,ADVANCE NORTH CAROLINA,
11/04/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$58.50,,,Electronic Funds Transfer,$292.50,$506.25,ADVANCE NORTH CAROLINA,
11/05/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$42.75,,,Electronic Funds Transfer,$213.75,$506.25,ADVANCE NORTH CAROLINA,
11/05/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$42.75,,,Electronic Funds Transfer,$213.75,$506.25,ADVANCE NORTH CAROLINA,
11/05/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$42.75,,,Electronic Funds Transfer,$213.75,$506.25,ADVANCE NORTH CAROLINA,
11/05/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$42.75,,,Electronic Funds Transfer,$213.75,$506.25,ADVANCE NORTH CAROLINA,
11/05/2021,"MARIE HICKEY ORGANIZER ADVANCE CAROLINA 1361 STONY BROOK STONY BROOK, NY 11790",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$42.75,,,Electronic Funds Transfer,$213.75,$506.25,ADVANCE NORTH CAROLINA,
11/02/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$150.00,ADVANCE NORTH CAROLINA,
11/02/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$150.00,ADVANCE NORTH CAROLINA,
11/02/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$150.00,ADVANCE NORTH CAROLINA,
11/02/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$150.00,ADVANCE NORTH CAROLINA,
11/02/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$13.50,,,Electronic Funds Transfer,$67.50,$150.00,ADVANCE NORTH CAROLINA,
11/04/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$150.00,ADVANCE NORTH CAROLINA,
11/04/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$150.00,ADVANCE NORTH CAROLINA,
11/04/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$150.00,ADVANCE NORTH CAROLINA,
11/04/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$150.00,ADVANCE NORTH CAROLINA,
11/04/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$9.00,,,Electronic Funds Transfer,$45.00,$150.00,ADVANCE NORTH CAROLINA,
11/05/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$7.50,,,Electronic Funds Transfer,$37.50,$150.00,ADVANCE NORTH CAROLINA,
11/05/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$7.50,,,Electronic Funds Transfer,$37.50,$150.00,ADVANCE NORTH CAROLINA,
11/05/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$7.50,,,Electronic Funds Transfer,$37.50,$150.00,ADVANCE NORTH CAROLINA,
11/05/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$7.50,,,Electronic Funds Transfer,$37.50,$150.00,ADVANCE NORTH CAROLINA,
11/05/2021,"ANYA HINTON ORGANIZER ADVANCE CAROLINA PO Box 36 ROPER, NC 27970",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$7.50,,,Electronic Funds Transfer,$37.50,$150.00,ADVANCE NORTH CAROLINA,
11/02/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/02/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/02/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/02/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/02/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/03/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$22.00,,,Electronic Funds Transfer,$110.00,$492.50,ADVANCE NORTH CAROLINA,
11/03/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$22.00,,,Electronic Funds Transfer,$110.00,$492.50,ADVANCE NORTH CAROLINA,
11/03/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$22.00,,,Electronic Funds Transfer,$110.00,$492.50,ADVANCE NORTH CAROLINA,
11/03/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$22.00,,,Electronic Funds Transfer,$110.00,$492.50,ADVANCE NORTH CAROLINA,
11/03/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$22.00,,,Electronic Funds Transfer,$110.00,$492.50,ADVANCE NORTH CAROLINA,
11/04/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/04/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/04/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/04/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/04/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$28.50,,,Electronic Funds Transfer,$142.50,$492.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$19.50,,,Electronic Funds Transfer,$97.50,$492.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$19.50,,,Electronic Funds Transfer,$97.50,$492.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,BROWN GLORISTINE,County/Municipal,Support,$19.50,,,Electronic Funds Transfer,$97.50,$492.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,HEGGINS AL,County/Municipal,Support,$19.50,,,Electronic Funds Transfer,$97.50,$492.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADANNA ILOABACHIE ORGANIZER ADVANCE CAROLINA 3657 HEWITT STREET GREENSBORO, NC 27407",Independent Expenditure,PHONE BANK,O'NEAL ELAINE,County/Municipal,Support,$19.50,,,Electronic Funds Transfer,$97.50,$492.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADRIENNE KENNEDY ORGANIZER ADVANCE CAROLINA 3101 IMPERIAL DRIVE FAYETTEVILLE, NC 29303",Independent Expenditure,PHONE BANK,WALL-LENNON BRIDGET,County/Municipal,Support,$10.50,,,Electronic Funds Transfer,$52.50,$52.50,ADVANCE NORTH CAROLINA,
11/05/2021,"ADRIENNE KENNEDY ORGANIZER ADVANCE CAROLINA 3101 IMPERIAL DRIVE FAYETTEVILLE, NC 29303",Independent Expenditure,PHONE BANK,DAY JESSICA,County/Municipal,Support,$10.50,,,Electronic Funds Transfer,$52.50,$52.50,ADVANCE NORTH CAROLINA,
