Date,Name of Payee and Complete Mailing Address,Expenditure Type,Purpose,Candidate,Office Sought,Declaration,Amount,In-Kind Description,Account Code,Form of Payment,Amount of Expenditure,Sum To Date,Committee,Committee Id
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CRUTCHFIELD KEVIN,House,Support,"$7,382.27",,,Check,7382.27,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,ALLEN DAVID,House,Support,"$7,198.59",,,Check,7198.59,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,EDWARDS HOLLY,House,Support,"$6,556.00",,,Check,6556.0,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,SCHIEZELT MIKE,House,Support,"$7,063.36",,,Check,7063.36,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CHESSER ALLEN,House,Support,"$7,952.26",,,Check,7952.26,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CRUTCHFIELD KEVIN,House,Support,"$7,382.27",,,Check,7382.27,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,ALLEN DAVID,House,Support,"$7,198.59",,,Check,7198.59,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,EDWARDS HOLLY,House,Support,"$6,556.00",,,Check,6556.0,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,SCHIEZELT MIKE,House,Support,"$7,063.36",,,Check,7063.36,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,ALLEN DAVID,House,Support,"$7,198.59",,,Check,7198.59,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,EDWARDS HOLLY,House,Support,"$6,556.00",,,Check,6556.0,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
02/15/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,SCHIEZELT MIKE,House,Support,"$7,063.36",,,Check,7063.36,172563.66,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
01/25/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CHESSER ALLEN,House,Support,"$7,952.26",,,Check,15334.53,42861.98,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
01/25/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CRUTCHFIELD KEVIN,House,Support,"$7,382.27",,,Check,15334.53,42861.98,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
01/25/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CRUTCHFIELD KEVIN,House,Support,"$7,382.27",,,Check,27527.45,42861.98,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
01/25/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,CHESSER ALLEN,House,Support,"$7,952.26",,,Check,27527.45,42861.98,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
01/25/2024,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC PO BOX 17623 RALEIGH, NC 27619",Independent Expenditure,DIRECT MAIL,WOODARD MIKE,Senate,Support,"$12,192.92",,,Check,27527.45,42861.98,AFFORDABLE HEALTHCARE COALITION OF NORTH CAROLINA,
10/03/2024,"American Civil Liberties Union of North Carolina, Inc. PO Box 28004 Raleigh, NC 27611",In-Kind Contribution,,,,,,STAFF TIME RELATED TO MAILER. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,,,378.11,378.11,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"American Civil Liberties Union, Inc. 125 BROAD STREET NEW YORK, NY 10004",Independent Expenditure,STAFF TIME RELATED TO MAILER. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,PARE ERIN,House,Oppose,$175.38,,,Electronic Funds Transfer,175.38,1403.0,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"American Civil Liberties Union, Inc. 125 BROAD STREET NEW YORK, NY 10004",Independent Expenditure,STAFF TIME RELATED TO MAILER. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,Jackson Safiyah,House,Support,$175.38,,,Electronic Funds Transfer,175.38,1403.0,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"American Civil Liberties Union, Inc. 125 BROAD STREET NEW YORK, NY 10004",Independent Expenditure,STAFF TIME RELATED TO MAILER. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,Lassiter Scott,Senate,Oppose,$526.12,,,Electronic Funds Transfer,526.12,1403.0,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"American Civil Liberties Union, Inc. 125 BROAD STREET NEW YORK, NY 10004",Independent Expenditure,STAFF TIME RELATED TO MAILER. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,Grafstein Lisa,Senate,Support,$526.12,,,Electronic Funds Transfer,526.12,1403.0,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"Deliver Strategies, LLC P.O. Box 100970 ARLINGTON, VA 22210",Independent Expenditure,MAILER PRODUCTION & POSTAGE. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,PARE ERIN,House,Oppose,"$3,143.11",,,Electronic Funds Transfer,3143.11,25144.92,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"Deliver Strategies, LLC P.O. Box 100970 ARLINGTON, VA 22210",Independent Expenditure,MAILER PRODUCTION & POSTAGE. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,Jackson Safiyah,House,Support,"$3,143.11",,,Electronic Funds Transfer,3143.11,25144.92,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"Deliver Strategies, LLC P.O. Box 100970 ARLINGTON, VA 22210",Independent Expenditure,MAILER PRODUCTION & POSTAGE. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,Lassiter Scott,Senate,Oppose,"$9,429.35",,,Electronic Funds Transfer,9429.35,25144.92,"AMERICAN CIVIL LIBERTIES UNION, INC",
10/03/2024,"Deliver Strategies, LLC P.O. Box 100970 ARLINGTON, VA 22210",Independent Expenditure,MAILER PRODUCTION & POSTAGE. ACLU DOES NOT ENDORSE OR OPPOSE CANDIDATES. THE EXPENDITURES BEING REPORTED IN THIS FILING WERE IN OPPOSITION OR IN SUPPORT OF ONE OR MORE OF THE POSITIONS OF THE CANDIDATES IDENTIFIED ON CRITICAL CIVIL LIBERTIES ISSUES.,Grafstein Lisa,Senate,Support,"$9,429.35",,,Electronic Funds Transfer,9429.35,25144.92,"AMERICAN CIVIL LIBERTIES UNION, INC",
02/21/2024,"Lamar Companies PO Box 746966 Atlanta, GA 30374-6966",Independent Expenditure,Digital Billboards,Friends of Mark Robinson,NC Governor,Oppose,"$14,544.00",,BA01,Electronic Funds Transfer,14544.0,14544.0,AMERICANS FOR PROSPARODY,
02/20/2024,"LED Truck Media USA, LLC 2660 NE 52nd Ct Lighthouse Point, FL 33064-7066",Independent Expenditure,Mobile Billboards,Friends of Mark Robinson,NC Governor,Oppose,"$65,808.00",,BA01,Electronic Funds Transfer,65808.0,65808.0,AMERICANS FOR PROSPARODY,
02/20/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,CHESSER ALLEN,House,Support,"$2,396.84",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/20/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,HUNEYCUTT CODY,House,Support,"$3,252.60",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/20/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,HARRY VICKI,Senate,Support,"$4,414.20",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/20/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,CRUTCHFIELD KEVIN,House,Support,"$2,265.41",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/20/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,SCHIETZELT MIKE,House,Support,"$2,639.16",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/28/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,CHESSER ALLEN,House,Support,"$2,396.84",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/28/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,HUNEYCUTT CODY,House,Support,"$3,252.60",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/28/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,SCHIETZELT MIKE,House,Support,"$2,639.16",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/28/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,HARRY VICKI,Senate,Support,"$4,414.20",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/28/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,CRUTCHFIELD KEVIN,House,Support,"$2,265.41",,,Electronic Funds Transfer,14968.21,54836.84,AMERICANS FOR PROSPERITY,
02/21/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,CHESSER ALLEN,House,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,14400.0,AMERICANS FOR PROSPERITY,
02/21/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,HUNEYCUTT CODY,House,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,14400.0,AMERICANS FOR PROSPERITY,
02/21/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,HARRY VICKI,Senate,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,14400.0,AMERICANS FOR PROSPERITY,
02/21/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,CRUTCHFIELD KEVIN,House,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,14400.0,AMERICANS FOR PROSPERITY,
02/20/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,CHESSER ALLEN,House,Support,$647.23,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/20/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,HUNEYCUTT CODY,House,Support,$954.40,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/20/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,HARRY VICKI,Senate,Support,"$1,546.90",,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/20/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,CRUTCHFIELD KEVIN,House,Support,$619.62,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/20/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,SCHIETZELT MIKE,House,Support,$735.06,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/28/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,CHESSER ALLEN,House,Support,$647.23,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/28/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,HUNEYCUTT CODY,House,Support,$954.40,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/28/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,SCHIETZELT MIKE,House,Support,$735.06,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/28/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,HARRY VICKI,Senate,Support,"$1,546.90",,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
02/28/2024,"UNITED STATES POSTAL SERVICE 470 L'ENFANT PLAZA SW STE 604 WASHINGTON, DC 20024",Independent Expenditure,MAILER POSTAGE,CRUTCHFIELD KEVIN,House,Support,$619.62,,,Electronic Funds Transfer,4503.21,16670.69,AMERICANS FOR PROSPERITY,
01/25/2024,"AMERICANS FOR PROSPERITY 4201 WILSON BLVD STE 1000 ARLINGTON, VA 22203",Independent Expenditure,DIGITAL AD PRODUCTION,CHESSER ALLEN,House,Support,"$1,800.00",,,Electronic Funds Transfer,1800.0,1800.0,AMERICANS FOR PROSPERITY,
01/25/2024,"IN PURSUIT OF LLC 4201 WILSON BLVD STE 900 ARLINGTON, VA 22203",Independent Expenditure,DIGITAL AD PLACEMENT,CHESSER ALLEN,House,Support,"$1,500.00",,,Electronic Funds Transfer,1500.0,9200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"IN PURSUIT OF LLC 4201 WILSON BLVD STE 900 ARLINGTON, VA 22203",Independent Expenditure,DIGITAL AD PLACEMENT,HUNEYCUTT CODY,House,Support,"$3,650.00",,,Electronic Funds Transfer,7700.0,9200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"IN PURSUIT OF LLC 4201 WILSON BLVD STE 900 ARLINGTON, VA 22203",Independent Expenditure,DIGITAL AD PLACEMENT,SCHIETZELT MIKE,House,Support,"$1,250.00",,,Electronic Funds Transfer,7700.0,9200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"IN PURSUIT OF LLC 4201 WILSON BLVD STE 900 ARLINGTON, VA 22203",Independent Expenditure,DIGITAL AD PLACEMENT,HARRY VICKI,Senate,Support,"$2,000.00",,,Electronic Funds Transfer,7700.0,9200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"IN PURSUIT OF LLC 4201 WILSON BLVD STE 900 ARLINGTON, VA 22203",Independent Expenditure,DIGITAL AD PLACEMENT,CRUTCHFIELD KEVIN,House,Support,$800.00,,,Electronic Funds Transfer,7700.0,9200.0,AMERICANS FOR PROSPERITY,
02/07/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING ANDP RODUCTION,HUNEYCUTT CODY,House,Support,"$3,252.60",,,Electronic Funds Transfer,9932.21,24900.42,AMERICANS FOR PROSPERITY,
02/07/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING ANDP RODUCTION,HARRY VICKI,Senate,Support,"$4,414.20",,,Electronic Funds Transfer,9932.21,24900.42,AMERICANS FOR PROSPERITY,
02/07/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING ANDP RODUCTION,CRUTCHFIELD KEVIN,House,Support,"$2,265.41",,,Electronic Funds Transfer,9932.21,24900.42,AMERICANS FOR PROSPERITY,
02/13/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,HUNEYCUTT CODY,House,Support,"$3,252.60",,,Electronic Funds Transfer,3252.6,24900.42,AMERICANS FOR PROSPERITY,
02/13/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,CHESSER ALLEN,House,Support,"$2,396.84",,,Electronic Funds Transfer,11715.61,24900.42,AMERICANS FOR PROSPERITY,
02/13/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,HARRY VICKI,Senate,Support,"$4,414.20",,,Electronic Funds Transfer,11715.61,24900.42,AMERICANS FOR PROSPERITY,
02/13/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,CRUTCHFIELD KEVIN,House,Support,"$2,265.41",,,Electronic Funds Transfer,11715.61,24900.42,AMERICANS FOR PROSPERITY,
02/13/2024,"PEOPLE WHO THINK 4522 LA-22 STE 7 MANDEVILLE, LA 70471",Independent Expenditure,MAILER PRINTING AND PRODUCTION,SCHIETZELT MIKE,House,Support,"$2,639.16",,,Electronic Funds Transfer,11715.61,24900.42,AMERICANS FOR PROSPERITY,
02/02/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,HUNEYCUTT CODY,House,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,7200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,SCHIETZELT MIKE,House,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,7200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,HARRY VICKI,Senate,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,7200.0,AMERICANS FOR PROSPERITY,
02/02/2024,"TARGETED VICTORY LLC 2311 WILSON BLVD STE 200 ARLINGTON, VA 22201",Independent Expenditure,DIGITAL AD PRODUCTION,CRUTCHFIELD KEVIN,House,Support,"$1,800.00",,,Electronic Funds Transfer,7200.0,7200.0,AMERICANS FOR PROSPERITY,
